cntr_01,dist_x,pang_x,count_01,source_01,ra_01,dec_01,velo_01,date_obs_01,tsys_01,int_01,rms1_01,vlo1_01,vhi1_01,ra,dec,sigra,sigdec,w1mpro,w1sigmpro,w1snr,w2mpro,w2sigmpro,w2snr,w3mpro,w3sigmpro,w3snr,w4mpro,w4sigmpro,w4snr
133,0.666797,-43.299515,155,UGC-398,9.73975,25.63861,4612,2006.038,42.7,5,5.5,3228,6008,9.7396091,25.6387448,0.0404,0.0391,12.483,0.024,44.5,12.468,0.025,44.1,8.978,0.026,41.7,6.827,0.087,12.5
134,4.205481,-55.569039,156,NGC185,9.7415,48.33742,-201,2009.369,67.2,20,4.3,-1541,1150,9.7400505,48.3380805,0.0465,0.047,11.476,0.027,39.8,11.423,0.026,41.5,9.194,0.035,31.2,7.535,0.116,9.3
135,0.27073,-37.951149,157,NGC209,9.765,-18.60828,3931,2006.005,55.0,5,8.1,2553,5321,9.7649512,-18.6082207,0.0373,0.0347,10.607,0.022,50.0,10.696,0.02,55.5,9.845,0.052,20.8,8.117,0.256,4.2
137,0.632877,-14.368606,159,NGC193,9.8275,3.33108,4327,2005.971,52.7,5,7.6,2946,5721,9.8274563,3.3312503,0.0372,0.0355,10.214,0.022,48.5,10.294,0.021,52.9,9.372,0.051,21.2,7.734,0.234,4.6
138,2.217402,-151.305015,161,CGCG479-054,9.85708,25.25583,4638,2009.996,34.4,10,3.0,3254,6034,9.856753,25.2552897,0.0433,0.0426,13.154,0.024,44.7,13.022,0.028,39.4,9.218,0.03,36.8,6.649,0.062,17.6
140,0.280268,73.201356,163,J003935-091140,9.89912,-9.19453,4898,2013.105,42.8,8,5.3,3511,6297,9.8991955,-9.1945075,0.0312,0.0307,10.967,0.023,48.2,10.827,0.021,52.1,7.004,0.016,67.8,4.665,0.025,43.8
141,0.336868,59.423717,164,003948-090834,9.95162,-9.14294,11233,2006.48,40.1,10,3.6,9789,12691,9.9517016,-9.1428924,0.0369,0.0368,12.131,0.024,45.4,11.92,0.023,47.4,8.358,0.023,48.0,5.914,0.046,23.8
142,0.529794,-58.176829,165,NGC210,10.14592,-13.87281,1634,2006.005,52.6,5,6.7,277,3003,10.1457912,-13.8727324,0.0324,0.0308,9.281,0.022,48.5,9.265,0.021,52.9,7.286,0.017,64.2,5.783,0.041,26.2
144,0.301752,42.599562,167,004103-095628,10.26429,-9.94114,11037,2006.48,41.0,10,3.8,9594,12493,10.2643476,-9.9410783,0.0562,0.0537,13.676,0.026,41.3,13.589,0.034,32.2,11.319,0.173,6.3,8.407,,1.0
145,1.179937,59.996048,169,ESO540-G014,10.29871,-21.13169,1654,2012.96,54.6,9,6.1,297,3023,10.2990143,-21.1315261,0.0478,0.0471,13.232,0.025,43.9,13.134,0.031,35.5,9.844,0.048,22.5,6.336,0.066,16.4
146,2.834041,73.74921,171,2MASXJ00412528+,10.35538,13.72611,9984,2012.103,82.0,10,7.8,8551,11430,10.356158,13.7263303,0.0589,0.0494,13.368,0.031,35.3,13.075,0.033,32.5,9.214,0.039,27.5,7.631,0.226,4.8
147,0.835908,81.305502,172,NGC214,10.36663,25.49947,4537,2014.049,47.9,8,5.3,3154,5933,10.3668843,25.4995051,0.031,0.0305,10.349,0.023,46.8,10.218,0.02,53.3,7.151,0.016,68.9,5.0,0.03,36.6
148,3.015357,-60.260347,174,LEDA093200,10.39612,-9.36447,14234,2003.944,29.6,24,1.7,12757,15715,10.3953829,-9.3640545,0.0436,0.0409,12.412,0.023,48.2,12.447,0.025,43.9,11.297,0.192,5.7,8.998,,-0.6
149,0.738234,-56.326604,175,MCG-02-02-084,10.42933,-9.43953,16886,2005.169,27.8,28,1.4,16506,19536,10.429157,-9.4394163,0.0419,0.0401,12.049,0.022,48.5,12.118,0.024,45.6,11.624,0.26,4.2,8.355,,1.2
150,0.233637,-80.241625,176,004214-104415,10.5625,-10.7375,10776,2006.48,43.0,10,4.1,9336,12229,10.5624349,-10.737489,0.0701,0.0695,14.447,0.029,37.2,14.474,0.056,19.3,12.111,,0.6,8.971,,-0.1
151,0.353403,27.469215,177,IC-43,10.59187,29.64164,4858,2006.038,43.4,5,6.0,3472,6256,10.5919221,29.6417271,0.0361,0.0351,11.327,0.023,47.5,11.355,0.022,49.4,8.508,0.024,45.6,6.121,0.041,26.3
152,0.052398,134.490051,178,MRK1143,10.64133,3.257,11047,2003.944,28.6,36,1.4,9602,12501,10.6413404,3.2569898,0.0367,0.0359,11.952,0.023,47.9,11.805,0.023,46.3,7.934,0.022,49.9,5.668,0.052,20.9
153,0.22562,103.283366,179,VIIIZW036,10.65354,-10.82278,12580,2014.122,44.4,10,4.6,11123,14051,10.6536021,-10.8227944,0.0337,0.033,11.901,0.023,48.0,11.064,0.021,50.7,8.032,0.02,53.8,5.525,0.038,28.7
154,0.333643,168.444513,180,MESSIER031,10.68467,41.26903,-299,2005.169,34.1,20,2.1,-631,2078,10.6846947,41.2689392,0.025,0.0249,5.819,0.045,23.9,6.635,0.019,56.0,5.852,0.015,72.0,4.329,0.03,36.4
155,4.235925,59.775476,182,3C20,10.78663,52.05944,52164,2004.297,36.7,44,1.5,50315,54032,10.7882836,52.0600323,0.0398,0.0384,13.477,0.024,45.8,12.212,0.023,47.6,9.316,0.03,35.9,6.985,0.068,15.9
156,0.245283,-134.907079,183,004314-272936,10.81,-27.49336,10600,2009.138,49.3,10,36.1,9161,12052,10.8099456,-27.4934081,0.0427,0.0412,12.418,0.024,44.5,12.378,0.024,45.3,9.916,0.05,21.7,8.226,0.258,4.2
157,4.125154,-132.741943,184,NGC237,10.86588,-27.49336,4175,2011.861,51.3,10,7.3,2795,5567,10.8649313,-27.4941377,0.3013,0.3129,17.147,0.116,9.3,16.153,0.171,6.3,12.716,0.527,2.1,8.878,,0.6
158,0.394334,14.600385,185,NGC234,10.88496,14.34261,4452,2006.899,40.6,5,5.9,3070,5847,10.8849885,14.342716,0.0303,0.03,10.986,0.023,48.1,10.849,0.02,53.3,6.626,0.014,75.6,4.376,0.027,40.0
159,0.151344,37.840184,186,UGC-465,10.96154,32.85339,4772,2006.097,43.0,5,5.8,3387,6170,10.9615707,32.8534232,0.0364,0.0345,10.882,0.022,49.3,10.912,0.02,53.3,9.173,0.033,32.6,7.359,0.13,8.4
160,0.214059,64.284794,187,IC-49,10.98387,1.85028,4562,2005.971,52.1,5,7.6,3179,5958,10.9839236,1.8503058,0.0532,0.0516,13.307,0.026,42.3,13.249,0.033,32.9,9.825,0.074,14.7,7.409,0.204,5.3
161,0.562945,86.370207,188,ESO540-G017NED0,11.09083,-17.35111,9305,2012.96,46.3,10,4.7,7878,10745,11.0909935,-17.3511001,0.0376,0.0362,12.059,0.023,47.2,11.927,0.023,47.8,8.629,0.025,43.2,6.067,0.05,21.7
162,0.192084,-150.852136,189,NGC245,11.5225,-1.72333,4074,2005.839,66.3,5,8.7,3936,6729,11.522474,-1.7233766,0.0292,0.0285,10.855,0.023,47.6,10.701,0.02,55.5,6.531,0.014,75.3,3.749,0.02,53.7
163,0.547122,80.761242,190,J004616-091719,11.56804,-9.28867,6074,2013.105,41.1,10,4.6,4676,7483,11.568192,-9.2886456,0.0335,0.0332,11.352,0.023,48.1,11.267,0.021,50.7,7.774,0.019,57.1,5.478,0.035,31.0
164,0.253868,-35.932314,191,UGC-478,11.60725,30.23833,4995,2006.038,43.4,5,5.7,3608,6395,11.6072021,30.2383871,0.0378,0.0363,10.886,0.023,46.7,10.984,0.02,54.7,10.331,0.076,14.4,8.717,,0.7
165,0.287388,107.195169,192,UGC-484,11.73333,32.67536,4859,2006.097,41.4,5,6.2,3473,6258,11.7334206,32.6753364,0.0342,0.0336,11.281,0.024,45.0,11.238,0.021,51.7,7.911,0.02,55.6,5.71,0.037,29.4
166,0.463713,-169.617389,193,UGC488,11.83083,14.70361,11787,2010.124,32.4,10,3.0,10337,13250,11.830806,14.7034833,0.0329,0.0316,11.193,0.022,49.8,10.512,0.021,51.8,7.618,0.019,58.3,5.407,0.033,33.0
167,0.038457,-100.790828,195,004730.3+154149,11.87646,15.69706,9426,2014.082,64.9,9,7.0,7998,10867,11.8764491,15.697058,0.041,0.04,12.132,0.024,46.1,12.125,0.023,48.1,10.3,0.08,13.6,8.275,,1.5
168,1.377979,-70.559142,198,004739-275651,11.915,-27.9475,1786,2008.919,66.3,15,4.8,428,3156,11.9145914,-27.9473726,0.0543,0.0541,13.746,0.027,40.8,13.552,0.032,33.5,10.976,0.122,8.9,8.383,0.29,3.7
169,0.406266,-28.474416,199,NGC255,11.94712,-11.46867,1600,2005.971,60.2,5,8.1,243,2969,11.9470651,-11.4685708,0.0359,0.0356,11.817,0.024,44.8,11.788,0.023,48.1,8.099,0.021,52.4,5.715,0.046,23.6
171,0.398675,46.877124,201,NGC251,11.97513,19.59681,4597,2006.899,40.3,5,5.7,3213,5993,11.9752158,19.5968857,0.0371,0.036,11.376,0.023,46.9,11.416,0.022,50.3,8.999,0.029,37.2,6.634,0.062,17.6
172,0.524685,89.370963,202,IC1586,11.98454,22.37278,5821,2009.996,33.3,10,3.1,4426,7228,11.9846976,22.3727816,0.0319,0.032,11.741,0.024,46.1,11.593,0.021,50.9,7.459,0.016,66.8,5.047,0.027,40.2
173,0.843031,-158.84925,203,2MASXJ00475839+,11.99325,13.78036,16893,2014.052,43.9,10,4.4,15395,18404,11.993163,13.7801416,0.0481,0.0518,12.794,0.026,41.6,12.817,0.028,38.7,10.774,0.114,9.5,8.283,,1.1
174,1.528174,103.403376,204,2MASXJ00475976+,11.99908,13.74272,16960,2014.052,43.1,10,4.4,15462,18472,11.9995051,13.7426216,0.0567,0.0503,13.486,0.027,40.0,13.286,0.032,34.3,10.14,0.071,15.3,7.28,0.174,6.2
175,0.262675,169.745973,207,MRK557,12.22179,-2.38197,3918,2010.111,30.6,10,2.9,2540,5308,12.221803,-2.3820418,0.0328,0.0322,11.301,0.024,45.8,11.18,0.021,52.0,7.191,0.018,59.3,4.185,0.025,42.9
176,0.238991,101.292789,208,NGC266,12.44917,32.27772,4661,2006.097,42.6,5,5.9,3277,6058,12.449247,32.277707,0.0345,0.0327,9.871,0.022,50.2,9.893,0.019,57.0,8.802,0.03,36.1,7.339,0.119,9.1
177,1.311241,112.179257,209,MCG-02-03-025,12.48483,-12.21811,4066,2009.996,41.0,10,3.6,2687,5457,12.4851751,-12.2182475,0.0589,0.0585,13.844,0.029,37.6,13.645,0.037,29.5,10.275,0.069,15.8,8.127,0.249,4.4
178,1.654132,132.395031,210,UGC512,12.51121,7.91892,5383,2010.2,45.4,10,4.3,3992,6786,12.5115526,7.9186102,0.0453,0.0447,13.072,0.026,42.6,12.905,0.029,37.5,9.025,0.031,34.5,6.517,0.066,16.5
179,0.418633,-97.709519,211,NGC271,12.67458,-1.91028,4098,2005.839,66.7,5,9.0,3960,6753,12.6744647,-1.9102956,0.0371,0.0349,10.048,0.022,49.3,10.113,0.02,53.5,9.25,0.042,25.9,7.868,0.243,4.5
180,0.622512,105.25572,212,NGC274,12.7575,-7.05694,1750,2009.996,40.5,10,3.5,392,3120,12.7576681,-7.0569855,0.0374,0.0357,10.03,0.023,47.2,10.099,0.02,53.8,9.602,0.044,24.5,7.754,0.18,6.0
181,0.529743,134.097737,213,UGC524,12.89579,29.40139,10779,2016.178,38.2,10,3.9,9429,12142,12.8959113,29.4012876,0.0307,0.0303,10.748,0.022,48.5,10.294,0.02,54.1,7.284,0.016,69.1,4.786,0.028,38.5
182,1.37427,103.019642,214,IRAS00494-3056,12.96588,-30.66664,15529,2013.258,54.0,13,5.8,14044,17027,12.9663124,-30.666726,0.0343,0.0339,11.903,0.024,45.0,11.651,0.022,48.7,7.682,0.018,61.7,5.14,0.03,36.8
183,0.657394,-89.84309,215,MRK1148,12.97837,17.43292,19200,2009.163,34.9,10,3.0,17681,20734,12.9781786,17.4329205,0.0346,0.0338,11.899,0.023,48.2,10.931,0.021,52.9,8.428,0.023,46.4,6.556,0.07,15.4
184,0.745695,-115.691681,216,NGC279,13.0375,-2.21833,3889,2005.839,68.2,5,9.2,3751,6540,13.0373132,-2.2184198,0.0296,0.0297,10.34,0.022,48.4,10.229,0.02,54.3,6.555,0.014,75.3,4.573,0.028,39.2
185,2.795814,164.018662,217,2MFGC00638,13.23338,15.7855,15604,2014.055,43.9,10,4.4,14119,17103,13.2336022,15.7847534,0.0523,0.0725,13.65,0.031,34.5,13.232,0.036,29.9,9.909,0.06,18.1,7.506,0.192,5.7
186,0.33085,54.24545,218,UGC540,13.24292,29.0325,4982,2010.16,41.0,10,3.7,3595,6382,13.2430053,29.0325537,0.0319,0.0318,11.866,0.023,47.2,11.644,0.022,50.4,7.378,0.016,67.0,4.837,0.028,38.5
187,0.499654,-37.710823,219,005329-084604,13.37471,-8.76781,5692,2006.48,46.5,10,4.5,4298,7098,13.3746241,-8.7677002,0.0303,0.0304,11.054,0.023,47.6,10.726,0.02,53.8,6.568,0.016,69.9,3.485,0.024,46.2
188,0.502529,105.626022,221,IZW1,13.39542,12.69336,17658,2011.183,38.5,20,2.6,16153,19177,13.3955578,12.6933224,0.0285,0.0281,8.865,0.023,47.0,7.809,0.019,56.5,4.775,0.014,80.3,2.373,0.021,51.6
189,0.421942,13.846956,222,005420-233309,13.58542,-23.5525,9680,2008.919,56.5,10,5.2,8250,11123,13.5854506,-23.5523862,0.0325,0.0317,11.327,0.022,50.2,11.146,0.02,53.1,7.888,0.019,58.4,5.391,0.035,30.8
190,0.462554,165.689078,223,UGC556,13.70954,29.24667,4629,2010.364,36.4,10,3.4,3245,6025,13.7095764,29.2465455,0.0295,0.0285,10.125,0.022,49.3,9.767,0.02,54.2,5.422,0.014,79.8,3.572,0.024,46.0
191,0.748556,64.962251,224,PG0052+251,13.71696,25.42742,46303,2016.2,48.2,8,5.9,44627,47996,13.7171686,25.427508,0.0324,0.0298,11.041,0.022,49.0,10.03,0.02,54.2,7.316,0.017,65.1,5.006,0.027,40.3
192,0.631156,-119.939366,225,CGCG501-043,13.84458,30.48722,5149,2004.036,37.7,32,1.9,4802,7612,13.8444037,30.4871325,0.0321,0.0313,11.525,0.022,48.4,11.367,0.021,50.9,7.452,0.016,67.7,5.27,0.033,33.1
193,0.066246,-112.358606,226,005539+144625,13.91371,14.77364,11991,2006.186,32.4,10,3.0,10539,13456,13.9136924,14.773633,0.0554,0.055,13.814,0.026,41.7,13.781,0.037,29.7,11.802,0.251,4.3,8.687,0.397,2.7
195,0.466311,-106.274652,228,NGC307,14.13583,-1.77194,4002,2005.839,68.2,5,9.3,3864,6655,14.1357056,-1.7719763,0.038,0.0356,10.271,0.023,47.4,10.334,0.02,54.3,9.744,0.05,21.5,8.222,0.304,3.6
196,0.557496,-142.952955,229,TONS180,14.33425,-22.38225,18581,2011.194,33.1,20,2.3,17068,20109,14.3341491,-22.3823736,0.0307,0.0302,10.25,0.022,48.7,9.188,0.02,53.7,6.265,0.016,66.7,3.957,0.023,47.4
197,0.558594,33.426292,230,3C29,14.39537,-1.39111,13500,2004.297,41.7,20,2.6,12034,14979,14.3954555,-1.3909805,0.0414,0.0391,11.425,0.022,48.6,11.443,0.024,45.7,10.308,0.102,10.7,7.616,0.2,5.4
198,0.455035,-110.274768,232,NGC0315,14.45379,30.3525,4942,2013.258,39.4,13,3.7,3555,6341,14.4536526,30.3524562,0.031,0.0302,9.436,0.022,48.4,9.397,0.019,55.7,7.491,0.017,65.0,4.836,0.029,36.9
200,0.813177,-46.390548,234,2MASXJ00584070+,14.66958,8.79911,17269,2010.2,43.4,10,3.8,15768,18784,14.6694145,8.7992658,0.0316,0.0319,12.144,0.024,44.7,10.559,0.019,55.8,6.864,0.016,67.7,4.195,0.031,35.2
201,0.299033,71.323083,235,NGC334,14.7075,-35.116,9210,2003.899,56.7,36,3.1,7784,10649,14.7075962,-35.1159734,0.0345,0.0336,11.618,0.023,47.1,11.537,0.021,51.7,8.096,0.021,52.3,5.674,0.039,28.2
202,0.34033,41.135982,236,J0059+0100,14.76713,1.00111,5346,2014.928,74.4,10,8.2,3955,6749,14.7671922,1.0011812,0.0383,0.0374,13.308,0.024,44.4,12.376,0.023,46.4,8.485,0.023,46.4,5.438,0.039,28.1
203,0.207811,174.93572,237,0059135-0222416,14.80629,-2.37819,13335,2010.925,49.6,10,4.3,11871,14813,14.8062951,-2.3782475,0.0404,0.0393,11.703,0.023,47.8,11.749,0.023,46.9,10.137,0.074,14.6,7.809,0.225,4.8
204,0.5316,146.054632,238,UGC615,14.91708,15.33111,5507,2012.103,84.7,10,8.1,4115,6912,14.9171655,15.3309875,0.0335,0.0329,10.944,0.023,48.0,10.815,0.021,51.9,7.891,0.02,54.4,5.398,0.038,28.9
205,2.758619,32.413079,239,005942+005459,14.9255,15.33111,5396,2006.329,46.0,10,4.3,4005,6799,14.9259259,15.3317569,0.0825,0.0836,15.06,0.036,29.8,14.422,0.054,20.2,10.628,0.086,12.7,8.7,0.378,2.9
206,2.640137,-19.289743,240,J005950-073438,14.95871,-7.578,1646,2014.928,81.8,10,9.4,289,3015,14.9584656,-7.5773078,0.0302,0.0298,11.249,0.023,47.2,11.133,0.022,50.3,7.028,0.015,74.6,4.116,0.023,46.3
207,0.441815,-33.10877,241,MRK352,14.97208,31.82692,4459,2009.144,38.5,10,3.5,3077,5854,14.9720011,31.8270228,0.0338,0.0321,11.162,0.022,49.7,10.62,0.019,56.5,8.651,0.024,45.0,6.765,0.065,16.8
208,0.337685,-0.315232,242,NGC338,15.15171,30.66894,4778,2006.899,39.8,5,5.5,3393,6176,15.1517094,30.6690338,0.0286,0.0279,9.981,0.022,50.0,9.865,0.02,54.9,6.383,0.013,81.4,4.501,0.026,41.3
209,0.320252,-26.947462,243,IRAS00579+3003,15.16038,30.31633,5186,2004.06,30.7,28,1.6,4839,7649,15.1603333,30.3164093,0.0322,0.0315,11.66,0.023,48.1,11.485,0.02,53.1,7.486,0.017,63.0,5.595,0.039,28.2
210,0.069602,6.744218,244,J0100-0911,15.19096,-9.18572,4541,2014.928,81.6,10,9.0,3158,5937,15.1909623,-9.1857008,0.0348,0.0341,11.134,0.023,47.7,11.122,0.021,52.4,8.315,0.023,47.5,6.045,0.058,18.7
211,0.197625,169.06943,245,010053+152728,15.22325,15.45786,11991,2006.186,32.6,10,2.9,10539,13456,15.2232608,15.4578061,0.0616,0.0618,14.329,0.028,39.4,14.242,0.044,24.5,11.457,0.188,5.8,8.535,,0.7
212,0.36754,-116.340609,246,IC-65,15.23104,47.68197,2614,2006.928,34.5,5,4.5,1248,3992,15.2309041,47.6819247,0.0298,0.0298,10.723,0.023,46.6,10.617,0.02,55.5,6.78,0.015,73.3,4.82,0.028,38.3
213,0.271959,109.888976,247,J010119-095042,15.33113,-9.84525,4595,2013.105,41.6,10,4.6,3211,5991,15.3312021,-9.8452757,0.0309,0.0303,11.069,0.022,49.9,10.836,0.021,52.2,6.693,0.017,65.6,3.956,0.027,40.1
214,0.4658,40.012136,248,UM082,15.33542,6.91417,15289,2014.055,46.9,10,4.8,13807,16785,15.3355038,6.9142691,0.0458,0.0345,12.733,0.032,34.1,11.493,0.027,39.7,7.287,0.023,47.1,4.811,0.051,21.3
215,0.420539,96.636274,249,NGC351,15.49083,-1.93669,4194,2005.839,68.2,5,9.1,4055,6851,15.4909461,-1.9367035,0.0337,0.0328,10.819,0.023,47.8,10.764,0.021,52.3,7.872,0.019,58.1,5.937,0.049,22.0
216,0.054087,-134.336236,250,2MASXJ01021132+,15.54721,14.50608,17122,2014.055,42.4,10,4.4,15622,18636,15.5471989,14.5060695,0.0455,0.0433,13.068,0.024,45.8,12.887,0.027,40.9,10.201,0.064,17.0,7.766,0.155,7.0
217,0.96609,56.273515,251,CGCG520-008,15.62833,34.27583,11322,2010.16,33.7,10,2.8,9877,12781,15.6286001,34.275979,0.0315,0.0312,11.891,0.023,47.2,11.546,0.021,51.3,7.018,0.016,66.1,4.17,0.024,44.5
219,1.06245,89.669993,253,MRK969,15.66746,-12.84917,6208,2009.996,38.9,10,3.5,4810,7619,15.6677627,-12.8491683,0.0315,0.0301,11.365,0.022,48.3,11.226,0.021,52.5,7.175,0.017,65.4,4.043,0.02,55.1
220,0.909598,-145.328671,254,NGC354,15.81833,22.34281,4665,2010.074,32.2,10,2.9,3281,6062,15.8181746,22.3426022,0.0296,0.0298,10.265,0.022,48.8,10.009,0.02,53.9,5.57,0.015,72.5,3.255,0.021,52.8
221,0.241111,24.178009,255,NGC357,15.84117,-6.33922,2541,2005.971,57.1,5,8.1,1176,3918,15.8411976,-6.3391589,0.036,0.034,9.75,0.022,48.9,9.804,0.02,54.8,9.064,0.032,33.8,7.346,0.141,7.7
222,3.536126,-38.323795,256,J010324-105121,15.85067,-10.85586,6982,2013.108,43.1,8,5.0,5576,8400,15.8500498,-10.8550894,0.0317,0.0312,11.096,0.022,49.7,10.792,0.021,51.5,6.99,0.017,65.7,4.493,0.027,39.7
223,0.781764,99.783393,257,2MASXJ01033102-,15.87917,-12.26858,7195,2012.35,40.2,10,4.2,5788,8615,15.879389,-12.2686169,0.0447,0.0444,13.017,0.025,43.4,12.792,0.032,33.9,8.584,0.027,40.6,5.512,0.049,22.0
224,0.403371,-106.807833,258,010411+140653,16.04688,14.11481,12591,2006.186,32.9,10,3.0,11134,14062,16.0467694,14.1147776,0.0438,0.0429,13.19,0.024,46.1,12.9,0.026,41.6,10.079,0.049,22.2,7.724,0.139,7.8
225,0.723836,-127.284442,259,010621+143455,16.59088,14.58217,11991,2006.186,33.2,10,3.0,10539,13456,16.5907147,14.5820482,0.0637,0.0579,13.134,0.031,34.8,13.129,0.038,28.8,12.041,0.392,2.8,8.099,,0.7
227,1.119068,97.597717,261,UM85,16.68829,6.63389,12291,2016.2,52.7,10,5.0,10927,13667,16.6886002,6.6338489,0.0332,0.0323,11.957,0.023,46.7,11.032,0.021,51.7,7.163,0.018,60.4,4.532,0.026,41.8
230,0.255891,-27.932143,264,NGC385,16.8635,32.31981,4940,2006.899,41.6,5,5.4,3553,6339,16.8634606,32.3198728,0.0374,0.0359,10.623,0.023,47.4,10.685,0.021,51.3,9.722,0.04,27.0,8.005,0.172,6.3
231,0.299025,-24.803882,265,2MASXJ01080350+,17.01479,22.06581,16489,2014.086,44.8,10,4.4,14995,17997,17.0147524,22.0658854,0.0325,0.032,12.326,0.023,46.8,11.731,0.021,51.2,6.965,0.018,61.2,3.627,0.022,49.0
232,0.183784,22.979079,266,NGC392,17.09775,33.13361,4762,2006.899,40.6,5,5.7,3377,6160,17.0977738,33.133657,0.0366,0.0344,10.264,0.022,49.7,10.314,0.02,53.9,9.754,0.038,28.4,8.655,0.316,3.4
234,4.498811,-155.241272,268,3C33,17.2105,13.30867,17750,2004.149,46.6,20,3.5,16244,19270,17.2099622,13.3075352,0.0932,0.0965,15.843,0.047,23.3,14.263,0.043,25.4,11.584,0.2,5.4,9.097,0.519,2.1
235,0.566945,21.226973,269,HS0106+1304,17.22025,13.33717,17898,2003.925,50.2,40,2.4,16389,19416,17.2203086,13.3373168,0.0321,0.0318,11.834,0.024,45.8,10.875,0.021,51.3,7.299,0.017,63.1,4.675,0.026,42.5
236,0.532481,7.028283,270,3C033,17.22029,13.33717,17898,2008.157,33.4,8,3.2,16391,19419,17.2203086,13.3373168,0.0321,0.0318,11.834,0.024,45.8,10.875,0.021,51.3,7.299,0.017,63.1,4.675,0.026,42.5
237,0.855152,-9.622734,271,UGC-714,17.30846,32.15136,4634,2006.899,39.9,5,5.5,3250,6030,17.3084131,32.1515942,0.0423,0.0408,12.612,0.024,44.6,12.567,0.026,41.2,9.153,0.03,36.3,6.941,0.076,14.3
238,0.816644,-4.948253,272,NGC404,17.36254,35.71783,-47,2006.928,34.0,5,4.1,-1389,1306,17.3625159,35.718056,0.0313,0.0309,9.383,0.023,47.8,9.327,0.021,52.1,6.848,0.016,68.9,4.549,0.026,42.1
239,0.598928,-71.967701,275,2MASXJ01094510-,17.438,-3.54244,16369,2014.079,61.6,8,7.5,14876,17875,17.4378415,-3.5423885,0.0291,0.0287,11.805,0.023,47.1,10.105,0.02,55.3,5.966,0.014,75.7,3.007,0.019,58.4
240,0.134528,-39.100157,277,2MASXJ01095192+,17.46637,15.85611,18649,2014.055,43.9,10,4.4,17135,20177,17.4663455,15.856139,0.0604,0.0599,14.139,0.027,40.0,14.016,0.042,25.7,11.402,0.17,6.4,8.233,0.235,4.6
242,0.048521,173.831331,279,SDSSJ011016.00+,17.56667,15.08778,17902,2014.055,43.9,10,4.6,16395,19423,17.5666715,15.0877666,0.0592,0.0571,14.176,0.027,41.0,13.954,0.039,27.8,10.844,0.104,10.5,8.462,0.308,3.5
243,1.540184,82.951118,280,UGC-728,17.62054,43.28772,4909,2006.928,34.1,5,4.6,3523,6308,17.6211233,43.2877725,0.0415,0.042,13.013,0.026,41.5,12.86,0.026,41.6,8.93,0.024,45.3,6.483,0.054,20.3
248,0.524713,90.196505,285,NGC420,18.03996,32.12319,4974,2006.899,40.4,5,5.5,3587,6373,18.0401321,32.1231895,0.0353,0.0332,10.4,0.022,48.4,10.428,0.02,54.8,8.882,0.026,42.2,7.309,0.129,8.4
250,0.544106,-160.876682,287,011259-060835,18.24954,-6.14303,2239,2008.919,49.5,10,4.6,877,3613,18.2494902,-6.1431728,0.0336,0.0335,11.715,0.023,46.7,11.573,0.022,49.8,7.723,0.019,57.1,4.782,0.03,36.1
251,1.757539,-37.368543,288,2MASXJ01130719+,18.28004,13.39669,17730,2014.052,46.1,10,4.8,16225,19249,18.2797354,13.397078,0.0543,0.0465,12.655,0.027,40.6,12.564,0.029,36.9,9.942,0.059,18.3,8.734,0.512,2.1
252,0.697547,-22.433166,290,UGC768,18.29008,2.28775,13839,2013.485,45.2,10,4.9,12370,15321,18.290006,2.2879291,0.035,0.034,11.2,0.024,44.8,10.896,0.022,50.4,7.737,0.02,54.2,5.595,0.037,29.3
254,0.37179,-136.088097,292,MRK1152,18.45875,-14.84558,15812,2009.163,42.8,10,4.0,14325,17313,18.4586759,-14.8456544,0.0303,0.0302,10.447,0.021,51.2,9.665,0.02,54.1,6.903,0.016,66.5,4.66,0.034,32.0
255,0.609136,79.615356,293,MRK975,18.4625,13.27172,14880,2016.178,38.1,10,3.7,13494,16279,18.462671,13.2717505,0.0301,0.0295,9.862,0.023,47.2,8.893,0.02,54.9,5.889,0.015,70.6,3.548,0.02,54.1
256,0.719191,56.418571,294,UGC774,18.4625,13.27164,14880,2010.2,44.7,10,4.4,13401,16372,18.462671,13.2717505,0.0301,0.0295,9.862,0.023,47.2,8.893,0.02,54.9,5.889,0.015,70.6,3.548,0.02,54.1
257,0.72092,144.092479,295,UGC-784,18.51704,-1.74222,4902,2005.839,67.2,5,9.3,4763,7571,18.5171575,-1.7423822,0.0394,0.038,12.238,0.023,47.9,12.252,0.023,46.7,8.983,0.031,35.3,6.874,0.09,12.0
258,0.191298,177.820643,296,IC1657,18.52921,-32.65083,3583,2012.96,66.8,10,7.3,2208,4970,18.5292124,-32.6508831,0.0297,0.0293,10.361,0.023,46.7,10.188,0.019,57.9,6.832,0.015,71.8,4.528,0.026,42.1
260,1.491563,170.980576,298,2MASXJ01142152+,18.58992,14.53306,17630,2014.052,45.9,10,4.6,16125,19149,18.5899871,14.5326508,0.0618,0.0943,13.671,0.042,25.7,13.48,0.048,22.4,10.389,0.103,10.5,7.909,,1.6
264,4.876011,59.864145,302,UGC793NED01,18.70292,14.53306,10184,2016.178,41.4,10,4.2,8839,11541,18.7041301,14.53374,0.1753,0.1807,16.174,0.063,17.3,15.87,0.166,6.5,12.048,,1.5,8.729,0.513,2.1
